"Data_point","company","year","value"
"R&D/sales","Bure equity","2008",0
"Leverage","Bure equity","2008",0.08
"Quick ratio","Bure equity","2008",2.63
"Capex/sales","Bure equity","2008",0
"ROA ","Bure equity","2008",0.295
"DD","Bure equity","2008",1
"ID","Bure equity","2008",0
"DE","Bure equity","2008",0
"DDE","Bure equity","2008",0
"SIZE","Catena","2008",7.79
"Sales","Catena","2008",189
"FSD","Catena","2008",1
"FSTS","Catena","2008",0.39
"Tobin's Q","Catena","2008",1
"FXD","Catena","2008",0
"Gross FXD","Catena","2008",0
"DERIV","Catena","2008",0
"R&D/sales","Catena","2008",0
"Leverage","Catena","2008",1.7
"Quick ratio","Catena","2008",0.79
"Capex/sales","Catena","2008",0.005
"ROA ","Catena","2008",-0.055
"DD","Catena","2008",1
"ID","Catena","2008",0
"DE","Catena","2008",0
"DDE","Catena","2008",0
"SIZE","Cavotec","2008",9.72
"Sales","Cavotec","2008",12347
"FSD","Cavotec","2008",1
"FSTS","Cavotec","2008",0.83
"Tobin's Q","Cavotec","2008",2.25
"FXD","Cavotec","2008",0
"Gross FXD","Cavotec","2008",0
"DERIV","Cavotec","2008",0
"R&D/sales","Cavotec","2008",0
"Leverage","Cavotec","2008",0.32
"Quick ratio","Cavotec","2008",0.114
"Capex/sales","Cavotec","2008",0.011
"ROA ","Cavotec","2008",0.1
"DD","Cavotec","2008",1
"ID","Cavotec","2008",1
"DE","Cavotec","2008",0
"DDE","Cavotec","2008",0
"SIZE","Clas Ohlson","2008",7.69
"Sales","Clas Ohlson","2008",4662
"FSD","Clas Ohlson","2008",1
"FSTS","Clas Ohlson","2008",0.45
"Tobin's Q","Clas Ohlson","2008",3.25
"FXD","Clas Ohlson","2008",1
"Gross FXD","Clas Ohlson","2008",198
"DERIV","Clas Ohlson","2008",0.04
"R&D/sales","Clas Ohlson","2008",0
"Leverage","Clas Ohlson","2008",0
"Quick ratio","Clas Ohlson","2008",0.42
"Capex/sales","Clas Ohlson","2008",0.05
"ROA ","Clas Ohlson","2008",0.19
"DD","Clas Ohlson","2008",1
"ID","Clas Ohlson","2008",0
"DE","Clas Ohlson","2008",6
"DDE","Clas Ohlson","2008",1
"SIZE","Duni","2008",8.2
"Sales","Duni","2008",4099
"FSD","Duni","2008",1
"FSTS","Duni","2008",0.92
"Tobin's Q","Duni","2008",0.9
"FXD","Duni","2008",0
"Gross FXD","Duni","2008",0
"DERIV","Duni","2008",0
"R&D/sales","Duni","2008",0.006
"Leverage","Duni","2008",0.75
"Quick ratio","Duni","2008",0.28
"Capex/sales","Duni","2008",0.002
"ROA ","Duni","2008",0.052
"DD","Duni","2008",1
"ID","Duni","2008",0
"DE","Duni","2008",0
"DDE","Duni","2008",0
"SIZE","Electrolux B","2008",11.2
"Sales","Electrolux B","2008",104792
"FSD","Electrolux B","2008",1
"FSTS","Electrolux B","2008",0.965
"Tobin's Q","Electrolux B","2008",1.03
"FXD","Electrolux B","2008",1
"Gross FXD","Electrolux B","2008",34381
"DERIV","Electrolux B","2008",0.33
"R&D/sales","Electrolux B","2008",0.015
"Leverage","Electrolux B","2008",0.85
"Quick ratio","Electrolux B","2008",0.208
"Capex/sales","Electrolux B","2008",0.03
"ROA ","Electrolux B","2008",0
"DD","Electrolux B","2008",0
"ID","Electrolux B","2008",0
"DE","Electrolux B","2008",21
"DDE","Electrolux B","2008",1
"SIZE","Eniro","2008",9.7
"Sales","Eniro","2008",6645
"FSD","Eniro","2008",1
"FSTS","Eniro","2008",0.57
"Tobin's Q","Eniro","2008",0.97
"FXD","Eniro","2008",0
"Gross FXD","Eniro","2008",0
"DERIV","Eniro","2008",0
"R&D/sales","Eniro","2008",0.03
"Leverage","Eniro","2008",4.53
"Quick ratio","Eniro","2008",0.11
"Capex/sales","Eniro","2008",0.03
"ROA ","Eniro","2008",-0.019
"DD","Eniro","2008",0
"ID","Eniro","2008",1
"DE","Eniro","2008",0
"DDE","Eniro","2008",0
"SIZE","Ericsson B","2008",12.6
"Sales","Ericsson B","2008",208930
"FSD","Ericsson B","2008",1
"FSTS","Ericsson B","2008",0.958
"Tobin's Q","Ericsson B","2008",1.16
"FXD","Ericsson B","2008",1
"Gross FXD","Ericsson B","2008",34800
"DERIV","Ericsson B","2008",0.17
"R&D/sales","Ericsson B","2008",0.16
"Leverage","Ericsson B","2008",0.287
"Quick ratio","Ericsson B","2008",1.9
"Capex/sales","Ericsson B","2008",0.015
"ROA ","Ericsson B","2008",0.041
"DD","Ericsson B","2008",1
"ID","Ericsson B","2008",0
"DE","Ericsson B","2008",-3888
"DDE","Ericsson B","2008",0
"SIZE","Fagerhult","2008",9.2
"Sales","Fagerhult","2008",15550
"FSD","Fagerhult","2008",1
"FSTS","Fagerhult","2008",0.89
"Tobin's Q","Fagerhult","2008",1.28
"FXD","Fagerhult","2008",1
"Gross FXD","Fagerhult","2008",1473
"DERIV","Fagerhult","2008",0.09
"R&D/sales","Fagerhult","2008",0
"Leverage","Fagerhult","2008",1.33
"Quick ratio","Fagerhult","2008",0.055
"Capex/sales","Fagerhult","2008",0.025
"ROA ","Fagerhult","2008",0.073
"DD","Fagerhult","2008",1
"ID","Fagerhult","2008",1
"DE","Fagerhult","2008",-107
"DDE","Fagerhult","2008",0
"SIZE","Getinge B","2008",10.41
"Sales","Getinge B","2008",19272
"FSD","Getinge B","2008",1
"FSTS","Getinge B","2008",0.978
"Tobin's Q","Getinge B","2008",1.24
"FXD","Getinge B","2008",1
"Gross FXD","Getinge B","2008",12193
"DERIV","Getinge B","2008",0.63
"R&D/sales","Getinge B","2008",0.026
"Leverage","Getinge B","2008",1.22
"Quick ratio","Getinge B","2008",0.25
"Capex/sales","Getinge B","2008",0.033
"ROA ","Getinge B","2008",0.046
"DD","Getinge B","2008",1
"ID","Getinge B","2008",0
"DE","Getinge B","2008",-806
"DDE","Getinge B","2008",0
"SIZE","Hennes and Mauritz B","2008",10.84
"Sales","Hennes and Mauritz B","2008",88532
"FSD","Hennes and Mauritz B","2008",1
"FSTS","Hennes and Mauritz B","2008",0.93
"Tobin's Q","Hennes and Mauritz B","2008",5.09
"FXD","Hennes and Mauritz B","2008",1
"Gross FXD","Hennes and Mauritz B","2008",24610
"DERIV","Hennes and Mauritz B","2008",0.28
"R&D/sales","Hennes and Mauritz B","2008",0
"Leverage","Hennes and Mauritz B","2008",0
"Quick ratio","Hennes and Mauritz B","2008",1.91
"Capex/sales","Hennes and Mauritz B","2008",0.002
"ROA ","Hennes and Mauritz B","2008",0.3
"DD","Hennes and Mauritz B","2008",1
"ID","Hennes and Mauritz B","2008",0
"DE","Hennes and Mauritz B","2008",72
"DDE","Hennes and Mauritz B","2008",1
"SIZE","Investor","2008",11.6
"Sales","Investor","2008",7352
"FSD","Investor","2008",1
"FSTS","Investor","2008",0.33
"Tobin's Q","Investor","2008",0.74
"FXD","Investor","2008",1
"Gross FXD","Investor","2008",14388
"DERIV","Investor","2008",1.96
"R&D/sales","Investor","2008",0
"Leverage","Investor","2008",0.2
"Quick ratio","Investor","2008",3.13
"Capex/sales","Investor","2008",3.44
"ROA ","Investor","2008",-0.35
"DD","Investor","2008",1
"ID","Investor","2008",1
"DE","Investor","2008",41
"DDE","Investor","2008",1
"SIZE","Kinnevik","2008",10.5
"Sales","Kinnevik","2008",7719
"FSD","Kinnevik","2008",1
"FSTS","Kinnevik","2008",0.17
"Tobin's Q","Kinnevik","2008",0.8
"FXD","Kinnevik","2008",0
"Gross FXD","Kinnevik","2008",0
"DERIV","Kinnevik","2008",0
"R&D/sales","Kinnevik","2008",0.008
"Leverage","Kinnevik","2008",0.405
"Quick ratio","Kinnevik","2008",0.2
"Capex/sales","Kinnevik","2008",0.06
"ROA ","Kinnevik","2008",-0.72
"DD","Kinnevik","2008",1
"ID","Kinnevik","2008",1
"DE","Kinnevik","2008",0
"DDE","Kinnevik","2008",0
"SIZE","Lundin Petroleum","2008",10.14
"Sales","Lundin Petroleum","2008",6393
"FSD","Lundin Petroleum","2008",1
"FSTS","Lundin Petroleum","2008",0.967
"Tobin's Q","Lundin Petroleum","2008",1
"FXD","Lundin Petroleum","2008",1
"Gross FXD","Lundin Petroleum","2008",10987
"DERIV","Lundin Petroleum","2008",1.72
"R&D/sales","Lundin Petroleum","2008",0
"Leverage","Lundin Petroleum","2008",0.34
"Quick ratio","Lundin Petroleum","2008",0.22
"Capex/sales","Lundin Petroleum","2008",0.64
"ROA ","Lundin Petroleum","2008",0.012
"DD","Lundin Petroleum","2008",0
"ID","Lundin Petroleum","2008",0
"DE","Lundin Petroleum","2008",1524
"DDE","Lundin Petroleum","2008",1
"SIZE","Modern times group B","2008",9.86
"Sales","Modern times group B","2008",13166
"FSD","Modern times group B","2008",1
"FSTS","Modern times group B","2008",0.84
"Tobin's Q","Modern times group B","2008",1.11
"FXD","Modern times group B","2008",1
"Gross FXD","Modern times group B","2008",4800
"DERIV","Modern times group B","2008",0.36
"R&D/sales","Modern times group B","2008",0
"Leverage","Modern times group B","2008",0.52
"Quick ratio","Modern times group B","2008",0.195
"Capex/sales","Modern times group B","2008",0.013
"ROA ","Modern times group B","2008",0.152
"DD","Modern times group B","2008",1
"ID","Modern times group B","2008",0
"DE","Modern times group B","2008",-708
"DDE","Modern times group B","2008",0
"SIZE","Mycronic","2008",7.54
"Sales","Mycronic","2008",1194
"FSD","Mycronic","2008",1
"FSTS","Mycronic","2008",1
"Tobin's Q","Mycronic","2008",0.48
"FXD","Mycronic","2008",1
"Gross FXD","Mycronic","2008",227
"DERIV","Mycronic","2008",0.19
"R&D/sales","Mycronic","2008",0.23
"Leverage","Mycronic","2008",0.135
"Quick ratio","Mycronic","2008",1.26
"Capex/sales","Mycronic","2008",0.07
"ROA ","Mycronic","2008",-0.069
"DD","Mycronic","2008",1
"ID","Mycronic","2008",1
"DE","Mycronic","2008",7
"DDE","Mycronic","2008",1
"SIZE","Sandvik","2008",10.64
"Sales","Sandvik","2008",92654
"FSD","Sandvik","2008",1
"FSTS","Sandvik","2008",0.949
"Tobin's Q","Sandvik","2008",1.51
"FXD","Sandvik","2008",1
"Gross FXD","Sandvik","2008",5150
"DERIV","Sandvik","2008",0.06
"R&D/sales","Sandvik","2008",0.022
"Leverage","Sandvik","2008",0.61
"Quick ratio","Sandvik","2008",0.334
"Capex/sales","Sandvik","2008",0.072
"ROA ","Sandvik","2008",0.187
"DD","Sandvik","2008",1
"ID","Sandvik","2008",0
"DE","Sandvik","2008",-457
"DDE","Sandvik","2008",0
"SIZE","SCA B","2008",12
"Sales","SCA B","2008",110449
"FSD","SCA B","2008",1
"FSTS","SCA B","2008",0.93
"Tobin's Q","SCA B","2008",0.88
"FXD","SCA B","2008",1
"Gross FXD","SCA B","2008",22636
"DERIV","SCA B","2008",0.2
"R&D/sales","SCA B","2008",0.0055
"Leverage","SCA B","2008",0.8
"Quick ratio","SCA B","2008",0.15
"Capex/sales","SCA B","2008",0.058
"ROA ","SCA B","2008",0.035
"DD","SCA B","2008",1
"ID","SCA B","2008",0
"DE","SCA B","2008",504
"DDE","SCA B","2008",1
"SIZE","Securitas B","2008",10.48
"Sales","Securitas B","2008",56571
"FSD","Securitas B","2008",1
"FSTS","Securitas B","2008",0.94
"Tobin's Q","Securitas B","2008",1.42
"FXD","Securitas B","2008",1
"Gross FXD","Securitas B","2008",1666
"DERIV","Securitas B","2008",0.03
"R&D/sales","Securitas B","2008",0
"Leverage","Securitas B","2008",1.16
"Quick ratio","Securitas B","2008",0.23
"Capex/sales","Securitas B","2008",0.017
"ROA ","Securitas B","2008",0.065
"DD","Securitas B","2008",1
"ID","Securitas B","2008",0
"DE","Securitas B","2008",-263
"DDE","Securitas B","2008",0
"SIZE","Skanska B","2008",11.37
"Sales","Skanska B","2008",143674
"FSD","Skanska B","2008",1
"FSTS","Skanska B","2008",0.76
"Tobin's Q","Skanska B","2008",1.16
"FXD","Skanska B","2008",1
"Gross FXD","Skanska B","2008",6204
"DERIV","Skanska B","2008",0.04
"R&D/sales","Skanska B","2008",0.00049
"Leverage","Skanska B","2008",0.73
"Quick ratio","Skanska B","2008",0.13
"Capex/sales","Skanska B","2008",0.018
"ROA ","Skanska B","2008",0.036
"DD","Skanska B","2008",1
"ID","Skanska B","2008",0
"DE","Skanska B","2008",-456
"DDE","Skanska B","2008",0
"SIZE","SKF B","2008",10.93
"Sales","SKF B","2008",63361
"FSD","SKF B","2008",1
"FSTS","SKF B","2008",0.965
"Tobin's Q","SKF B","2008",1.28
"FXD","SKF B","2008",1
"Gross FXD","SKF B","2008",4890
"DERIV","SKF B","2008",0.08
"R&D/sales","SKF B","2008",0.019
"Leverage","SKF B","2008",0.94
"Quick ratio","SKF B","2008",0.2
"Capex/sales","SKF B","2008",0.04
"ROA ","SKF B","2008",0.085
"DD","SKF B","2008",1
"ID","SKF B","2008",1
"DE","SKF B","2008",-2259
"DDE","SKF B","2008",0
"SIZE","SSAB A","2008",11.15
"Sales","SSAB A","2008",54329
"FSD","SSAB A","2008",1
"FSTS","SSAB A","2008",0.75
"Tobin's Q","SSAB A","2008",0.81
"FXD","SSAB A","2008",1
"Gross FXD","SSAB A","2008",6574
"DERIV","SSAB A","2008",0.12
"R&D/sales","SSAB A","2008",0
"Leverage","SSAB A","2008",0.57
"Quick ratio","SSAB A","2008",0.29
"Capex/sales","SSAB A","2008",0.05
"ROA ","SSAB A","2008",0.1
"DD","SSAB A","2008",1
"ID","SSAB A","2008",0
"DE","SSAB A","2008",-2762
"DDE","SSAB A","2008",0
"SIZE","Sweco ","2008",8
"Sales","Sweco ","2008",5529
"FSD","Sweco ","2008",1
"FSTS","Sweco ","2008",0.46
"Tobin's Q","Sweco ","2008",1.6
"FXD","Sweco ","2008",0
"Gross FXD","Sweco ","2008",0
"DERIV","Sweco ","2008",0
"R&D/sales","Sweco ","2008",0
"Leverage","Sweco ","2008",0.11
"Quick ratio","Sweco ","2008",0.22
"Capex/sales","Sweco ","2008",0.023
"ROA ","Sweco ","2008",0.134
"DD","Sweco ","2008",1
"ID","Sweco ","2008",0
"DE","Sweco ","2008",0
"DDE","Sweco ","2008",0
"SIZE","Swedish match","2008",9.82
"Sales","Swedish match","2008",12611
"FSD","Swedish match","2008",1
"FSTS","Swedish match","2008",0.62
"Tobin's Q","Swedish match","2008",1.31
"FXD","Swedish match","2008",1
"Gross FXD","Swedish match","2008",7336
"DERIV","Swedish match","2008",0.58
"R&D/sales","Swedish match","2008",0.007
"Leverage","Swedish match","2008",0.4
"Quick ratio","Swedish match","2008",0.73
"Capex/sales","Swedish match","2008",0.025
"ROA ","Swedish match","2008",0.12
"DD","Swedish match","2008",1
"ID","Swedish match","2008",0
"DE","Swedish match","2008",-184
"DDE","Swedish match","2008",0
"SIZE","Tele2 B","2008",10.76
"Sales","Tele2 B","2008",38272
"FSD","Tele2 B","2008",1
"FSTS","Tele2 B","2008",0.7
"Tobin's Q","Tele2 B","2008",1.05
"FXD","Tele2 B","2008",1
"Gross FXD","Tele2 B","2008",3580
"DERIV","Tele2 B","2008",0.09
"R&D/sales","Tele2 B","2008",0
"Leverage","Tele2 B","2008",0.34
"Quick ratio","Tele2 B","2008",0.16
"Capex/sales","Tele2 B","2008",0.12
"ROA ","Tele2 B","2008",0.036
"DD","Tele2 B","2008",1
"ID","Tele2 B","2008",0
"DE","Tele2 B","2008",2813
"DDE","Tele2 B","2008",1
"SIZE","TeliaSonera","2008",12.48
"Sales","TeliaSonera","2008",103585
"FSD","TeliaSonera","2008",1
"FSTS","TeliaSonera","2008",0.654
"Tobin's Q","TeliaSonera","2008",1.13
"FXD","TeliaSonera","2008",1
"Gross FXD","TeliaSonera","2008",6149
"DERIV","TeliaSonera","2008",0.06
"R&D/sales","TeliaSonera","2008",0.0114
"Leverage","TeliaSonera","2008",0.47
"Quick ratio","TeliaSonera","2008",0.28
"Capex/sales","TeliaSonera","2008",0.15
"ROA ","TeliaSonera","2008",0.081
"DD","TeliaSonera","2008",1
"ID","TeliaSonera","2008",0
"DE","TeliaSonera","2008",-331
"DDE","TeliaSonera","2008",0
"SIZE","Volvo ","2008",12.83
"Sales","Volvo ","2008",305113
"FSD","Volvo ","2008",1
"FSTS","Volvo ","2008",0.953
"Tobin's Q","Volvo ","2008",1.03
"FXD","Volvo ","2008",1
"Gross FXD","Volvo ","2008",53789
"DERIV","Volvo ","2008",0.18
"R&D/sales","Volvo ","2008",0.047
"Leverage","Volvo ","2008",2.1
"Quick ratio","Volvo ","2008",0.15
"Capex/sales","Volvo ","2008",0.06
"ROA ","Volvo ","2008",0.027
"DD","Volvo ","2008",1
"ID","Volvo ","2008",1
"DE","Volvo ","2008",-1077
"DDE","Volvo ","2008",-1
"SIZE","ÅF B","2008",8.2
"Sales","ÅF B","2008",4569
"FSD","ÅF B","2008",1
"FSTS","ÅF B","2008",0.3
"Tobin's Q","ÅF B","2008",1.09
"FXD","ÅF B","2008",0
"Gross FXD","ÅF B","2008",0
"DERIV","ÅF B","2008",0
"R&D/sales","ÅF B","2008",0
"Leverage","ÅF B","2008",0.27
"Quick ratio","ÅF B","2008",0.19
"Capex/sales","ÅF B","2008",0.028
"ROA ","ÅF B","2008",0.091
"DD","ÅF B","2008",1
"ID","ÅF B","2008",0
"DE","ÅF B","2008",0
"DDE","ÅF B","2008",0
"Total Assets","AAK","2008",11078
"Foreign sales","AAK","2008",15107
"BV equity","AAK","2008",2383
"Cash","AAK","2008",105
"Gross nominal value","AAK","2008",3587
"R&D expenses","AAK","2008",121
"Total debt","AAK","2008",5220
"Capex","AAK","2008",396
"Net income","AAK","2008",-4
"Short term liabilities","AAK","2008",3368
"No of shares (millions)","AAK","2008",41
"Share price 31/12 (est = x cost of EQ - dividend)","AAK","2008",106
"Capitalization","AAK","2008",4346
"Total Assets","Active Biotech","2008",472.9
"Foreign sales","Active Biotech","2008",14
"BV equity","Active Biotech","2008",164
"Cash","Active Biotech","2008",139
"Gross nominal value","Active Biotech","2008",0
"R&D expenses","Active Biotech","2008",207.4
"Total debt","Active Biotech","2008",258.4
"Capex","Active Biotech","2008",2855
"Net income","Active Biotech","2008",-181.6
"Short term liabilities","Active Biotech","2008",58
"No of shares (millions)","Active Biotech","2008",53
"Share price 31/12 (est = x cost of EQ - dividend)","Active Biotech","2008",31
"Capitalization","Active Biotech","2008",1643
"Total Assets","Alfa Laval","2008",29032
"Foreign sales","Alfa Laval","2008",26889
"BV equity","Alfa Laval","2008",10493
"Cash","Alfa Laval","2008",1083
"Gross nominal value","Alfa Laval","2008",10001
"R&D expenses","Alfa Laval","2008",718
"Total debt","Alfa Laval","2008",3701
"Capex","Alfa Laval","2008",747
"Net income","Alfa Laval","2008",3807
"Short term liabilities","Alfa Laval","2008",10742
"No of shares (millions)","Alfa Laval","2008",429.4
"Share price 31/12 (est = x cost of EQ - dividend)","Alfa Laval","2008",67.5
"Capitalization","Alfa Laval","2008",28984.5
"Total Assets","Arcam","2008",59.5
"Foreign sales","Arcam","2008",17.8
"BV equity","Arcam","2008",36.1
"Cash","Arcam","2008",0.1
"Gross nominal value","Arcam","2008",0
"R&D expenses","Arcam","2008",12.9
"Total debt","Arcam","2008",0
"Capex","Arcam","2008",5.3
"Net income","Arcam","2008",-20.4
"Short term liabilities","Arcam","2008",23.4
"Capitalization","Arcam","2008",66.6
"Total Assets","ASSA ABLOY B","2008",44960
"Foreign sales","ASSA ABLOY B","2008",33294
"BV equity","ASSA ABLOY B","2008",18838
"Cash","ASSA ABLOY B","2008",1931
"Gross nominal value","ASSA ABLOY B","2008",4312
"R&D expenses","ASSA ABLOY B","2008",901
"Total debt","ASSA ABLOY B","2008",14013
"Capex","ASSA ABLOY B","2008",829
"Net income","ASSA ABLOY B","2008",2438
"Short term liabilities","ASSA ABLOY B","2008",15514
"No of shares (millions)","ASSA ABLOY B","2008",365.9
"Share price 31/12 (est = x cost of EQ - dividend)","ASSA ABLOY B","2008",88.5
"Capitalization","ASSA ABLOY B","2008",32382
"Total Assets","Atlas Copco","2008",75394
"Foreign sales","Atlas Copco","2008",72342
"BV equity","Atlas Copco","2008",23768
"Cash","Atlas Copco","2008",5455
"Gross nominal value","Atlas Copco","2008",1695
"R&D expenses","Atlas Copco","2008",1473
"Total debt","Atlas Copco","2008",21686
"Capex","Atlas Copco","2008",3628
"Net income","Atlas Copco","2008",10190
"Short term liabilities","Atlas Copco","2008",21892
"No of shares (millions)","Atlas Copco","2008",1219.1
"Capitalization","Atlas Copco","2008",78350
"Total Assets","B&B tools","2008",5857
"Foreign sales","B&B tools","2008",4330
"BV equity","B&B tools","2008",1551
"Cash","B&B tools","2008",226
